,Year,Secondary ratio,CU,SR,TCRC,SP2
Argentina Various,2014,0,1.0,1.0,538.6579380491202,637.6917506905429
Argentina Various,2015,0,1.0,1.0,625.7403040522361,626.0847314924467
Argentina Various,2016,0,1.0,1.0,562.2139195262345,526.1823495711269
Argentina Various,2017,0,1.0,1.0,523.0624830203443,756.6289598528965
Sao Miguel,1998,0,0.9444444444444444,1.0,820.28826929231,498.08672926585473
Sao Miguel,1999,0,1.0,1.0,557.9950901626388,452.20109928406646
Sao Miguel,2000,0,1.0,1.0,555.4588259029698,533.8081174976221
Sao Miguel,2001,0,1.0,1.0,585.971062800398,398.2247760378723
Sao Miguel,2002,0,1.0,1.0,528.7539362675177,358.9698750922221
Sao Miguel,2003,0,1.0,1.0,437.7020239493989,303.6604734259495
Sao Miguel,2004,0,1.0,1.0,314.71018578087495,642.7808068011332
Sao Miguel,2005,0,1.0,1.0,605.9993462162437,702.623222632848
Sao Miguel,2006,0,1.0,1.0,654.0771892519688,1222.9212106889845
Sao Miguel,2007,0,1.0,1.0,400.97019232272004,1066.9176514175442
Sao Miguel,2008,0,1.0,1.0,289.6092544923923,870.8586548308886
Sao Miguel,2009,0,1.0,1.0,484.40437246063215,733.937472228944
Sao Miguel,2010,0,1.0,1.0,295.48463456469347,965.4771784642735
Sao Miguel,2011,0,1.0,1.0,344.9625421973603,1184.76825799962
Sao Miguel,2012,0,1.0,1.0,377.1973518924253,910.701977977671
Sao Miguel,2013,0,1.0,1.0,416.49708654295705,620.9346932352228
Sao Miguel,2014,0,1.0,1.0,538.6579380491202,637.6917506905429
Sao Miguel,2015,0,1.0,1.0,625.7403040522361,626.0847314924467
Sao Miguel,2016,0,1.0,1.0,562.2139195262345,526.1823495711269
Sao Miguel,2017,0,1.0,1.0,523.0624830203443,756.6289598528965
Montreal East (CCR),1992,0,0.9529428571428571,,987.505982760015,
Montreal East (CCR),1993,0,0.9742857142857143,,959.1938700091315,643.4263428857876
Montreal East (CCR),1994,0,0.9861111111111112,,841.3371092476353,710.6444034910924
Montreal East (CCR),1995,0,0.9619444444444445,,659.2490789967804,1003.1611059604347
Montreal East (CCR),1996,0,0.9461888888888889,,839.2436749351455,694.3183006954018
Montreal East (CCR),1997,0,0.9433777777777778,,906.3963774982449,686.8798854471715
Montreal East (CCR),1998,0,0.900638888888889,,820.28826929231,498.08672926585473
Montreal East (CCR),1999,0,0.8628,,557.9950901626388,452.20109928406646
Montreal East (CCR),2000,0,0.8470594594594594,,555.4588259029698,533.8081174976221
Montreal East (CCR),2001,0,0.8730351351351352,,585.971062800398,398.2247760378723
Montreal East (CCR),2002,0,0.6601405405405406,,528.7539362675177,358.9698750922221
Montreal East (CCR),2003,0,0.6362837837837838,,437.7020239493989,303.6604734259495
Montreal East (CCR),2004,0,0.7794459459459459,,314.71018578087495,642.7808068011332
Montreal East (CCR),2005,0,0.822118918918919,,605.9993462162437,702.623222632848
Montreal East (CCR),2006,0,0.9954567567567568,,654.0771892519688,1222.9212106889845
Montreal East (CCR),2007,0,0.8636540540540542,,400.97019232272004,1066.9176514175442
Montreal East (CCR),2008,0,0.9319108108108108,0.07366439776454653,289.6092544923923,870.8586548308886
Montreal East (CCR),2009,0,0.7518810810810812,0.06506204258867848,484.40437246063215,733.937472228944
Montreal East (CCR),2010,0,0.7467837837837837,0.01158119503456263,295.48463456469347,965.4771784642735
Montreal East (CCR),2011,0,0.7134243243243242,,344.9625421973603,1184.76825799962
Montreal East (CCR),2012,0,0.7176702702702703,,377.1973518924253,910.701977977671
Montreal East (CCR),2013,0,0.8432432432432433,,416.49708654295705,620.9346932352228
Montreal East (CCR),2014,0,0.8513513513513513,,538.6579380491202,637.6917506905429
Montreal East (CCR),2015,0,0.8681081081081081,,625.7403040522361,626.0847314924467
Montreal East (CCR),2016,0,0.8378378378378378,,562.2139195262345,526.1823495711269
Montreal East (CCR),2017,0,0.8378378378378378,,523.0624830203443,756.6289598528965
Cobre de Mexico,1992,0,0.93,0.09925558312655086,987.505982760015,
Cobre de Mexico,1993,0,0.7133333333333334,0.05700934579439252,959.1938700091315,643.4263428857876
Cobre de Mexico,1994,0,0.6147058823529412,0.08421052631578949,841.3371092476353,710.6444034910924
Cobre de Mexico,1995,0,0.6495294117647059,0.06882811084948379,659.2490789967804,1003.1611059604347
Cobre de Mexico,1996,0,0.8058823529411765,0.072992700729927,839.2436749351455,694.3183006954018
Cobre de Mexico,1997,0,0.7796882352941177,,906.3963774982449,686.8798854471715
Cobre de Mexico,1998,0,0.6141176470588235,0.009578544061302681,820.28826929231,498.08672926585473
Cobre de Mexico,1999,0,0.4411764705882353,0.05333333333333334,557.9950901626388,452.20109928406646
Cobre de Mexico,2000,0,0.5777823529411764,0.032395671075002797,555.4588259029698,533.8081174976221
Cobre de Mexico,2001,0,0.7246176470588236,0.05682510045865974,585.971062800398,398.2247760378723
Cobre de Mexico,2002,0,0.5,0.0811764705882353,528.7539362675177,358.9698750922221
Cobre de Mexico,2003,0,0.4300294117647059,0.09712057998768893,437.7020239493989,303.6604734259495
Cobre de Mexico,2004,0,0.5294117647058824,0.05555555555555555,314.71018578087495,642.7808068011332
Cobre de Mexico,2005,0,0.5294117647058824,0.05555555555555555,605.9993462162437,702.623222632848
Cobre de Mexico,2006,0,0.5294117647058824,0.05555555555555555,654.0771892519688,1222.9212106889845
Cobre de Mexico,2007,0,0.5131705882352942,0.050436158140281295,400.97019232272004,1066.9176514175442
Cobre de Mexico,2008,0,0.5176470588235295,0.32954545454545453,289.6092544923923,870.8586548308886
Cobre de Mexico,2009,0,0.4117647058823529,0.35714285714285715,484.40437246063215,733.937472228944
Cobre de Mexico,2010,0,0.4117647058823529,0.42857142857142855,295.48463456469347,965.4771784642735
Cobre de Mexico,2011,0,0.4117647058823529,0.4085714285714286,344.9625421973603,1184.76825799962
Cobre de Mexico,2012,0,0.3333333333333333,0.8699999999999999,377.1973518924253,910.701977977671
Amarillo,1992,0,0.9974117647058823,,987.505982760015,
Amarillo,1993,0,0.9818823529411765,,959.1938700091315,643.4263428857876
Amarillo,1994,0,0.8891489361702127,,841.3371092476353,710.6444034910924
Amarillo,1995,0,0.9043298969072165,,659.2490789967804,1003.1611059604347
Amarillo,1996,0,0.8843298969072164,,839.2436749351455,694.3183006954018
Amarillo,1997,0,0.9208247422680412,,906.3963774982449,686.8798854471715
Amarillo,1998,0,0.8294845360824743,,820.28826929231,498.08672926585473
Amarillo,1999,0,0.6570824742268041,,557.9950901626388,452.20109928406646
Amarillo,2000,0,0.6692783505154639,,555.4588259029698,533.8081174976221
Amarillo,2001,0,0.6692783505154639,,585.971062800398,398.2247760378723
Amarillo,2002,0,0.3890721649484536,,528.7539362675177,358.9698750922221
Amarillo,2003,0,0.24371134020618557,,437.7020239493989,303.6604734259495
Amarillo,2004,0,0.22501855670103094,,314.71018578087495,642.7808068011332
Amarillo,2005,0,0.17938144329896907,,605.9993462162437,702.623222632848
Amarillo,2006,0,0.25931340206185566,,654.0771892519688,1222.9212106889845
Amarillo,2007,0,0.3706412371134021,0.06230494934941394,400.97019232272004,1066.9176514175442
Amarillo,2008,0,0.3759731958762887,0.1173586623306114,289.6092544923923,870.8586548308886
Amarillo,2009,0,0.30118144329896906,0.04449829879580757,484.40437246063215,733.937472228944
Amarillo,2010,0,0.32683711340206184,,295.48463456469347,965.4771784642735
Amarillo,2011,0,0.29938144329896904,,344.9625421973603,1184.76825799962
Amarillo,2012,0,0.30721649484536084,0.030201342281879196,377.1973518924253,910.701977977671
Amarillo,2013,0,0.26187628865979384,0.01810881032989528,416.49708654295705,620.9346932352228
Amarillo,2014,0,0.2948453608247423,,538.6579380491202,637.6917506905429
Amarillo,2015,0,0.27628865979381445,,625.7403040522361,626.0847314924467
Amarillo,2016,0,0.30515463917525776,,562.2139195262345,526.1823495711269
Amarillo,2017,0,0.30515463917525776,,523.0624830203443,756.6289598528965
Small Refineries,1992,0,0.4444444444444444,1.0,987.505982760015,
Small Refineries,1993,0,1.01,1.0,959.1938700091315,643.4263428857876
Small Refineries,1994,0,1.0,1.0,841.3371092476353,710.6444034910924
Small Refineries,1995,0,0.9882352941176471,1.0,659.2490789967804,1003.1611059604347
Small Refineries,1996,0,0.8117647058823529,1.0,839.2436749351455,694.3183006954018
Small Refineries,1997,0,1.0588235294117647,1.0,906.3963774982449,686.8798854471715
Small Refineries,1998,0,0.9764705882352941,1.0,820.28826929231,498.08672926585473
Small Refineries,1999,0,0.7625,1.0,557.9950901626388,452.20109928406646
Small Refineries,2000,0,1.2375,1.0,555.4588259029698,533.8081174976221
Small Refineries,2001,0,0.925,1.0,585.971062800398,398.2247760378723
Small Refineries,2002,0,0.675,1.0,528.7539362675177,358.9698750922221
Small Refineries,2003,0,0.6625,1.0,437.7020239493989,303.6604734259495
Small Refineries,2004,0,0.5625,1.0,314.71018578087495,642.7808068011332
Small Refineries,2005,0,0.5900000000000001,1.0,605.9993462162437,702.623222632848
Small Refineries,2006,0,0.5875,1.0,654.0771892519688,1222.9212106889845
Small Refineries,2007,0,0.5625,1.0,400.97019232272004,1066.9176514175442
Small Refineries,2008,0,0.5625,1.0,289.6092544923923,870.8586548308886
Small Refineries,2009,0,0.4625,1.0,484.40437246063215,733.937472228944
Small Refineries,2010,0,0.25,1.0,295.48463456469347,965.4771784642735
Small Refineries,2011,0,0.25,1.0,344.9625421973603,1184.76825799962
Small Refineries,2012,0,0.3125,1.0,377.1973518924253,910.701977977671
Small Refineries,2013,0,0.4,1.0,416.49708654295705,620.9346932352228
Small Refineries,2014,0,0.375,1.0,538.6579380491202,637.6917506905429
Small Refineries,2015,0,0.375,1.0,625.7403040522361,626.0847314924467
Small Refineries,2016,0,0.375,1.0,562.2139195262345,526.1823495711269
Small Refineries,2017,0,0.375,1.0,523.0624830203443,756.6289598528965
Stillwater,2002,0,1.0,1.0,528.7539362675177,358.9698750922221
Stillwater,2003,0,0.8,1.0,437.7020239493989,303.6604734259495
Stillwater,2004,0,0.8,1.0,314.71018578087495,642.7808068011332
Stillwater,2005,0,0.826,1.0,605.9993462162437,702.623222632848
Stillwater,2006,0,0.81,1.0,654.0771892519688,1222.9212106889845
Stillwater,2007,0,0.854,1.0,400.97019232272004,1066.9176514175442
Stillwater,2008,0,0.852,1.0,289.6092544923923,870.8586548308886
Stillwater,2009,0,0.704,1.0,484.40437246063215,733.937472228944
Stillwater,2010,0,0.748,1.0,295.48463456469347,965.4771784642735
Stillwater,2011,0,0.714,1.0,344.9625421973603,1184.76825799962
Stillwater,2012,0,0.674,1.0,377.1973518924253,910.701977977671
Stillwater,2013,0,0.7,1.0,416.49708654295705,620.9346932352228
Stillwater,2014,0,0.7,1.0,538.6579380491202,637.6917506905429
Stillwater,2015,0,0.7,1.0,625.7403040522361,626.0847314924467
Stillwater,2016,0,0.7,1.0,562.2139195262345,526.1823495711269
Stillwater,2017,0,0.7,1.0,523.0624830203443,756.6289598528965
Warrenton,1992,0,0.865625,1.0,987.505982760015,
Warrenton,1993,0,1.0,1.0,959.1938700091315,643.4263428857876
Warrenton,1994,0,1.0,1.0,841.3371092476353,710.6444034910924
Warrenton,1995,0,1.0,1.0,659.2490789967804,1003.1611059604347
Warrenton,1996,0,1.0,1.0,839.2436749351455,694.3183006954018
Warrenton,1997,0,1.0,1.0,906.3963774982449,686.8798854471715
Warrenton,1998,0,1.0,1.0,820.28826929231,498.08672926585473
Warrenton,1999,0,1.0,1.0,557.9950901626388,452.20109928406646
Warrenton,2000,0,0.9375,1.0,555.4588259029698,533.8081174976221
Warrenton,2001,0,0.9375,1.0,585.971062800398,398.2247760378723
Warrenton,2002,0,0.875,1.0,528.7539362675177,358.9698750922221
Warrenton,2004,0,0.15625,1.0,314.71018578087495,642.7808068011332
Warrenton,2005,0,0.625,1.0,605.9993462162437,702.623222632848
Warrenton,2006,0,0.625,1.0,654.0771892519688,1222.9212106889845
Warrenton,2007,0,0.625,1.0,400.97019232272004,1066.9176514175442
Warrenton,2008,0,0.625,1.0,289.6092544923923,870.8586548308886
Warrenton,2009,0,0.46875,1.0,484.40437246063215,733.937472228944
Warrenton,2010,0,0.46875,1.0,295.48463456469347,965.4771784642735
Warrenton,2011,0,0.46875,1.0,344.9625421973603,1184.76825799962
Warrenton,2012,0,0.46875,1.0,377.1973518924253,910.701977977671
Warrenton,2013,0,0.46875,1.0,416.49708654295705,620.9346932352228
Warrenton,2014,0,0.46875,1.0,538.6579380491202,637.6917506905429
Warrenton,2015,0,0.46875,1.0,625.7403040522361,626.0847314924467
Warrenton,2016,0,0.46875,1.0,562.2139195262345,526.1823495711269
Warrenton,2017,0,0.46875,1.0,523.0624830203443,756.6289598528965
Port Pirie (SxEw),1992,0,1.0,1.0,987.505982760015,
Port Pirie (SxEw),1993,0,1.0,1.0,959.1938700091315,643.4263428857876
Port Pirie (SxEw),1994,0,1.0285714285714287,1.0,841.3371092476353,710.6444034910924
Port Pirie (SxEw),1995,0,1.0,1.0,659.2490789967804,1003.1611059604347
Port Pirie (SxEw),1996,0,1.0,1.0,839.2436749351455,694.3183006954018
Port Pirie (SxEw),1997,0,0.9756097560975611,1.0,906.3963774982449,686.8798854471715
Port Pirie (SxEw),1998,0,1.0,1.0,820.28826929231,498.08672926585473
Port Pirie (SxEw),1999,0,0.853658536585366,1.0,557.9950901626388,452.20109928406646
Port Pirie (SxEw),2000,0,0.902439024390244,1.0,555.4588259029698,533.8081174976221
Port Pirie (SxEw),2001,0,0.902439024390244,1.0,585.971062800398,398.2247760378723
Port Pirie (SxEw),2002,0,0.902439024390244,1.0,528.7539362675177,358.9698750922221
Port Pirie (SxEw),2003,0,0.902439024390244,1.0,437.7020239493989,303.6604734259495
Port Pirie (SxEw),2004,0,0.9756097560975611,1.0,314.71018578087495,642.7808068011332
Port Pirie (SxEw),2005,0,0.9936585365853658,0.9997545409916545,605.9993462162437,702.623222632848
Port Pirie (SxEw),2006,0,0.8682926829268294,1.0,654.0771892519688,1222.9212106889845
Port Pirie (SxEw),2007,0,0.9756097560975611,1.0,400.97019232272004,1066.9176514175442
Port Pirie (SxEw),2008,0,0.9756097560975611,1.0,289.6092544923923,870.8586548308886
Port Pirie (SxEw),2009,0,0.9756097560975611,1.0,484.40437246063215,733.937472228944
Port Pirie (SxEw),2010,0,0.9756097560975611,1.0,295.48463456469347,965.4771784642735
Port Pirie (SxEw),2011,0,0.9756097560975611,1.0,344.9625421973603,1184.76825799962
Port Pirie (SxEw),2012,0,0.7317073170731708,1.0,377.1973518924253,910.701977977671
Port Pirie (SxEw),2013,0,0.9756097560975611,1.0,416.49708654295705,620.9346932352228
Port Pirie (SxEw),2014,0,0.9756097560975611,1.0,538.6579380491202,637.6917506905429
Port Pirie (SxEw),2015,0,1.0,1.0,625.7403040522361,626.0847314924467
Port Pirie (SxEw),2016,0,0.9756097560975611,1.0,562.2139195262345,526.1823495711269
Port Pirie (SxEw),2017,0,0.9756097560975611,1.0,523.0624830203443,756.6289598528965
JSC Casting,2001,0,1.0,1.0,585.971062800398,398.2247760378723
JSC Casting,2002,0,1.0,1.0,528.7539362675177,358.9698750922221
JSC Casting,2003,0,0.8,1.0,437.7020239493989,303.6604734259495
JSC Casting,2004,0,0.8699999999999999,1.0,314.71018578087495,642.7808068011332
JSC Casting,2005,0,0.9681818181818183,1.0,605.9993462162437,702.623222632848
JSC Casting,2006,0,0.8727272727272727,1.0,654.0771892519688,1222.9212106889845
JSC Casting,2007,0,0.948,1.0,400.97019232272004,1066.9176514175442
JSC Casting,2008,0,0.784,1.0,289.6092544923923,870.8586548308886
JSC Casting,2009,0,0.92,1.0,484.40437246063215,733.937472228944
JSC Casting,2010,0,0.552,1.0,295.48463456469347,965.4771784642735
JSC Casting,2011,0,0.7120000000000001,1.0,344.9625421973603,1184.76825799962
JSC Casting,2012,0,0.64,1.0,377.1973518924253,910.701977977671
JSC Casting,2013,0,0.64,1.0,416.49708654295705,620.9346932352228
JSC Casting,2014,0,0.64,1.0,538.6579380491202,637.6917506905429
JSC Casting,2015,0,0.64,1.0,625.7403040522361,626.0847314924467
JSC Casting,2016,0,0.64,1.0,562.2139195262345,526.1823495711269
JSC Casting,2017,0,0.64,1.0,523.0624830203443,756.6289598528965
Zyrianovsk SxEw,2004,0,0.6,1.0,314.71018578087495,642.7808068011332
Zyrianovsk SxEw,2005,0,0.9,1.0,605.9993462162437,702.623222632848
Zyrianovsk SxEw,2006,0,0.9,1.0,654.0771892519688,1222.9212106889845
Zyrianovsk SxEw,2007,0,0.9,1.0,400.97019232272004,1066.9176514175442
Zyrianovsk SxEw,2008,0,0.6,1.0,289.6092544923923,870.8586548308886
Zyrianovsk SxEw,2009,0,0.9,1.0,484.40437246063215,733.937472228944
Zyrianovsk SxEw,2010,0,0.9,1.0,295.48463456469347,965.4771784642735
Zyrianovsk SxEw,2011,0,0.9,1.0,344.9625421973603,1184.76825799962
Zyrianovsk SxEw,2012,0,0.9,1.0,377.1973518924253,910.701977977671
Zyrianovsk SxEw,2013,0,0.9,1.0,416.49708654295705,620.9346932352228
Zyrianovsk SxEw,2014,0,0.9,1.0,538.6579380491202,637.6917506905429
Zyrianovsk SxEw,2015,0,0.9,1.0,625.7403040522361,626.0847314924467
Zyrianovsk SxEw,2016,0,0.9,1.0,562.2139195262345,526.1823495711269
Zyrianovsk SxEw,2017,0,0.9,1.0,523.0624830203443,756.6289598528965
Kyshtym,1992,0,0.7163636363636363,0.10152284263959391,987.505982760015,
Kyshtym,1993,0,0.6490909090909092,0.09803921568627451,959.1938700091315,643.4263428857876
Kyshtym,1994,0,0.7104666666666666,0.10321854180350944,841.3371092476353,710.6444034910924
Kyshtym,1995,0,0.9550000000000001,0.0981675392670157,659.2490789967804,1003.1611059604347
Kyshtym,1996,0,0.9412499999999999,0.09960159362549802,839.2436749351455,694.3183006954018
Kyshtym,1997,0,0.6425,0.14591439688715954,906.3963774982449,686.8798854471715
Kyshtym,1998,0,0.29375,0.2127659574468085,820.28826929231,498.08672926585473
Kyshtym,1999,0,0.7875,0.48412698412698413,557.9950901626388,452.20109928406646
Kyshtym,2000,0,0.962925,0.40241971077705946,555.4588259029698,533.8081174976221
Kyshtym,2001,0,0.9661764705882353,0.4919330289193303,585.971062800398,398.2247760378723
Kyshtym,2002,0,0.8975294117647059,0.44435705859221386,528.7539362675177,358.9698750922221
Kyshtym,2003,0,0.9267764705882352,0.42144815679902514,437.7020239493989,303.6604734259495
Kyshtym,2004,0,0.8941176470588236,0.40789473684210525,314.71018578087495,642.7808068011332
Kyshtym,2005,0,0.8694736842105263,0.48789346246973364,605.9993462162437,702.623222632848
Kyshtym,2006,0,0.9308333333333334,0.4189794091316025,654.0771892519688,1222.9212106889845
Kyshtym,2007,0,0.9041666666666667,0.5207373271889401,400.97019232272004,1066.9176514175442
Kyshtym,2008,0,0.4823529411764706,0.3170731707317073,289.6092544923923,870.8586548308886
Kyshtym,2009,0,0.5105882352941177,0.3087557603686636,484.40437246063215,733.937472228944
Kyshtym,2010,0,0.6758823529411765,0.4186248912097476,295.48463456469347,965.4771784642735
Kyshtym,2011,0,0.6799999999999999,0.30103806228373703,344.9625421973603,1184.76825799962
Kyshtym,2012,0,0.5941176470588235,0.21782178217821782,377.1973518924253,910.701977977671
Kyshtym,2013,0,0.556470588235294,0.2177589852008457,416.49708654295705,620.9346932352228
Kyshtym,2014,0,0.6705882352941176,0.38596491228070173,538.6579380491202,637.6917506905429
Kyshtym,2015,0,0.6176470588235294,0.2857142857142857,625.7403040522361,626.0847314924467
Kyshtym,2016,0,0.7352941176470589,0.12,562.2139195262345,526.1823495711269
Kyshtym,2017,0,0.7941176470588235,0.1111111111111111,523.0624830203443,756.6289598528965
Novgorod,2003,0,0.7485999999999999,1.0,437.7020239493989,303.6604734259495
Novgorod,2004,0,0.991325,1.0,314.71018578087495,642.7808068011332
Novgorod,2005,0,1.0714285714285714,1.0,605.9993462162437,702.623222632848
Novgorod,2006,0,1.0009811320754718,1.0,654.0771892519688,1222.9212106889845
Novgorod,2007,0,0.7723076923076924,1.0,400.97019232272004,1066.9176514175442
Novgorod,2008,0,0.4613333333333334,1.0,289.6092544923923,870.8586548308886
Novgorod,2009,0,0.608,1.0,484.40437246063215,733.937472228944
Novgorod,2010,0,0.64,1.0,295.48463456469347,965.4771784642735
Novgorod,2011,0,0.6746666666666666,1.0,344.9625421973603,1184.76825799962
Novgorod,2012,0,0.6,1.0,377.1973518924253,910.701977977671
Novgorod,2013,0,0.5373333333333333,1.0,416.49708654295705,620.9346932352228
Novgorod,2014,0,0.4533333333333333,1.0,538.6579380491202,637.6917506905429
Novgorod,2015,0,0.3706666666666667,1.0,625.7403040522361,626.0847314924467
Novgorod,2016,0,0.4,1.0,562.2139195262345,526.1823495711269
Novgorod,2017,0,0.4666666666666667,1.0,523.0624830203443,756.6289598528965
Pyshma,1992,0,0.8453333333333333,0.17034700315457416,987.505982760015,
Pyshma,1993,0,0.7303333333333333,0.17298037425832952,959.1938700091315,643.4263428857876
Pyshma,1994,0,0.6156666666666666,0.31185706551164055,841.3371092476353,710.6444034910924
Pyshma,1995,0,0.469,0.4108031272210377,659.2490789967804,1003.1611059604347
Pyshma,1996,0,0.48533333333333334,0.32211538461538464,839.2436749351455,694.3183006954018
Pyshma,1997,0,0.5760000000000001,0.16666666666666666,906.3963774982449,686.8798854471715
Pyshma,1998,0,0.6594066666666667,0.1749047123171336,820.28826929231,498.08672926585473
Pyshma,1999,0,0.9033333333333333,0.2911439114391144,557.9950901626388,452.20109928406646
Pyshma,2000,0,0.975153125,0.32815359126291066,555.4588259029698,533.8081174976221
Pyshma,2001,0,1.024234375,0.3075467956247807,585.971062800398,398.2247760378723
Pyshma,2002,0,1.0340624999999999,0.22181928074947116,528.7539362675177,358.9698750922221
Pyshma,2003,0,0.9309375,0.20644511581067473,437.7020239493989,303.6604734259495
Pyshma,2004,0,0.9778457142857142,0.2276140553870608,314.71018578087495,642.7808068011332
Pyshma,2005,0,0.9934394366197183,0.21918445236495204,605.9993462162437,702.623222632848
Pyshma,2006,0,0.9980281690140845,0.20970928591589047,654.0771892519688,1222.9212106889845
Pyshma,2007,0,0.9954131578947368,0.21799993126366463,400.97019232272004,1066.9176514175442
Pyshma,2008,0,0.9164973684210527,0.15907244113027572,289.6092544923923,870.8586548308886
Pyshma,2009,0,0.8687605263157895,0.16326950979768515,484.40437246063215,733.937472228944
Pyshma,2010,0,0.9585532467532468,0.12735643271922242,295.48463456469347,965.4771784642735
Pyshma,2011,0,0.9725153846153847,0.20433398983866843,344.9625421973603,1184.76825799962
Pyshma,2012,0,0.9725,0.11953727506426735,377.1973518924253,910.701977977671
Pyshma,2013,0,0.94675,0.10879324003168736,416.49708654295705,620.9346932352228
Pyshma,2014,0,0.9625,0.12675324675324676,538.6579380491202,637.6917506905429
Pyshma,2015,0,0.9640000000000001,0.1338174273858921,625.7403040522361,626.0847314924467
Pyshma,2016,0,1.0,0.1475,562.2139195262345,526.1823495711269
Pyshma,2017,0,1.0,0.1475,523.0624830203443,756.6289598528965
